0x00110000: Mth::IsInfinity
0x00519e30: Obj::CCompassBlipComponent::Update
0x00519e50: Obj::CCompassBlipComponent::CallMemberFunction
0x00519ef0: Obj::CCompassBlipComponent::CallMemberFunction
0x00519ef8: Obj::CCompassBlipComponent::GetDebugInfo
0x00519f58: Obj::CCompassBlipComponent::MembFunc_Blip_RunScript
0x00519f78: Obj::CCompassBlipComponent::MembFunc_Blip_On
0x00519f88: Lst::Search_GameNet::CServerInfo_ virtual table
0x00519f90: Obj::CCompassBlipComponent::MembFunc_Blip_Off
0x00519fa0: Lst::Search_GameNet::PlayerInfo_ virtual table
0x00519fb8: Lst::Search_GameNet::NewPlayerInfo_ virtual table
0x00519fd0: Lst::Search_Net::Conn_ virtual table
0x00519fe8: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x0051a000: GameNet::Manager virtual table
0x0051a178: global constructors keyed to c__skate7_code_sk_components_CompassBlipComponent.cppJpdaaa
0x0051a198: Obj::CSkaterAbilityComponent::s_create
0x0051a1c0: Obj::CSkaterAbilityComponent::s_register
0x0051a208: Obj::CSkaterAbilityComponent::CSkaterAbilityComponent
0x0051a260: Tsk::Task_GameNet::Manager_ virtual table
0x0051a268: Obj::CSkaterAbilityComponent::_CSkaterAbilityComponent
0x0051a288: Lst::Head_GameNet::NewPlayerInfo_ virtual table
0x0051a290: Obj::CSkaterAbilityComponent::InitFromStructure
0x0051a298: Obj::CSkaterAbilityComponent::Finalize
0x0051a2a0: Lst::Node_GameNet::NewPlayerInfo_ virtual table
0x0051a2b8: Tsk::Task_GameNet::CCommonGameNetManager_ virtual table
0x0051a320: Obj::CSkaterAbilityComponent::RefreshFromStructure
0x0051a348: Obj::CSkaterAbilityComponent::Update
0x0051a350: Obj::CSkaterAbilityComponent::WriteIntoStructure
0x0051a438: Obj::CSkaterAbilityComponent::ReadFromStructure
0x0051a508: Obj::CSkaterAbilityComponent::CallMemberFunction
0x0051a5a8: Obj::CSkaterAbilityComponent::CallMemberFunction
0x0051a5b0: Obj::CSkaterAbilityComponent::ClearAllAbilities
0x0051a688: Obj::CSkaterAbilityComponent::GetAbilityIndex
0x0051aab8: Obj::CSkaterAbilityComponent::AbilityEnabled
0x0051ab38: Obj::CSkaterAbilityComponent::MembFunc_EnableAllAbilities
0x0051abd0: Obj::CSkaterAbilityComponent::MembFunc_DisableAllAbilities
0x0051ac60: Obj::CSkaterAbilityComponent::MembFunc_ToggleAllAbilities
0x0051ad28: Obj::CSkaterAbilityComponent::MembFunc_EnableAbility
0x0051ade8: Obj::CSkaterAbilityComponent::MembFunc_DisableAbility
0x0051aea0: Obj::CSkaterAbilityComponent::MembFunc_AbilityEnabled
0x0051af48: Obj::CSkaterAbilityComponent::MembFunc_GetAbilityIndex
0x0051b008: Obj::CSkaterAbilityComponent::GetDebugInfo
0x0051b040: Lst::Search_Net::Conn_ virtual table
0x0051b058: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x0051b070: Lst::Search_GameNet::NewPlayerInfo_ virtual table
0x0051b088: Lst::Search_GameNet::TriggerEvent_ virtual table
0x0051b3e8: global constructors keyed to c__skate7_code_sk_components_SkaterAbilityComponent.cppn6caaa
0x0051b408: Obj::CMarkerComponent::s_create
0x0051b430: Obj::CMarkerComponent::s_register
0x0051b478: Obj::CMarkerComponent::CMarkerComponent
0x0051b500: Obj::CMarkerComponent::_CMarkerComponent
0x0051b5b0: Obj::CMarkerComponent::InitFromStructure
0x0051b828: Obj::CMarkerComponent::RefreshFromStructure
0x0051b850: Obj::CMarkerComponent::Update
0x0051b930: Obj::CMarkerComponent::set_position
0x0051b9e0: Obj::CMarkerComponent::set_visibility
0x0051bd78: Obj::CMarkerComponent::ForceHide
0x0051bd98: Obj::CMarkerComponent::CallMemberFunction
0x0051be20: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x0051be38: Lst::Search_GameNet::ScoreRank_ virtual table
0x0051be40: Obj::CMarkerComponent::GetDebugInfo
0x0051be50: Lst::Head_GameNet::ScoreRank_ virtual table
0x0051be68: GameNet::ScoreRank virtual table
0x0051be80: Lst::Node_GameNet::ScoreRank_ virtual table
0x0051be98: GameNet::PlayerInfo virtual table
0x0051bef0: Tsk::Task_GameNet::PlayerInfo_ virtual table
0x0051bf18: GameNet::NewPlayerInfo virtual table
0x0051bf20: global constructors keyed to c__skate7_code_sk_components_MarkerComponent.cppRScaaa
0x0051bf30: Lst::Node_GameNet::CCommonPlayerInfo_ virtual table
0x0051bf40: Obj::CTransitionNodeComponent::s_create
0x0051bf48: GameNet::CCommonNewPlayerInfo virtual table
0x0051bf68: Obj::CTransitionNodeComponent::s_register
0x0051bfb0: Obj::CTransitionNodeComponent::CTransitionNodeComponent
0x0051c008: Obj::CTransitionNodeComponent::_CTransitionNodeComponent
0x0051c060: Obj::CTransitionNodeComponent::InitFromStructure
0x0051c180: Obj::CTransitionNodeComponent::RefreshFromStructure
0x0051c1a8: Obj::CTransitionNodeComponent::Update
0x0051c1d8: Obj::CTransitionNodeComponent::CallMemberFunction
0x0051c278: Obj::CTransitionNodeComponent::CallMemberFunction
0x0051c280: Obj::CTransitionNodeComponent::GetDebugInfo
0x0051c360: global constructors keyed to c__skate7_code_sk_components_TransitionNodeComponent.cpp35kaaa
0x0051c380: Obj::CSpotlightComponent::s_create
0x0051c3a8: Obj::CSpotlightComponent::s_register
0x0051c3f0: Obj::CSpotlightComponent::CSpotlightComponent
0x0051c460: Obj::CSpotlightComponent::_CSpotlightComponent
0x0051c4a8: Obj::CSpotlightComponent::InitFromStructure
0x0051c768: Obj::CSpotlightComponent::RefreshFromStructure
0x0051c790: Obj::CSpotlightComponent::Update
0x0051cda0: Lst::Search_GameNet::CServerInfo_ virtual table
0x0051cdb8: GameNet::LobbyInfo virtual table
0x0051cdd0: Lst::Node_GameNet::LobbyInfo_ virtual table
0x0051d218: Obj::CSpotlightComponent::CallMemberFunction
0x0051d2b8: Obj::CSpotlightComponent::CallMemberFunction
0x0051d2c0: Obj::CSpotlightComponent::GetDebugInfo
0x0051d3a8: global constructors keyed to c__skate7_code_sk_components_spotlightcomponent.cppmPcaaa
0x0051d3c8: Obj::CContinuousTerrainParticleComponent::s_create
0x0051d3f0: Obj::CContinuousTerrainParticleComponent::s_register
0x0051d438: Obj::CContinuousTerrainParticleComponent::CContinuousTerrainParticleComponent
0x0051d498: Obj::CContinuousTerrainParticleComponent::_CContinuousTerrainParticleComponent
0x0051d4c0: Obj::CContinuousTerrainParticleComponent::InitFromStructure
0x0051d568: Obj::CContinuousTerrainParticleComponent::Finalize
0x0051d5e8: Obj::CContinuousTerrainParticleComponent::RefreshFromStructure
0x0051d610: Obj::CContinuousTerrainParticleComponent::Update
0x0051d618: Obj::CContinuousTerrainParticleComponent::SetTerrain
0x0051d878: Obj::CContinuousTerrainParticleComponent::CallMemberFunction
0x0051d918: Obj::CContinuousTerrainParticleComponent::CallMemberFunction
0x0051d920: Obj::CContinuousTerrainParticleComponent::GetDebugInfo
0x0051da18: global constructors keyed to c__skate7_code_sk_components_ContinuousTerrainParticleComponent.cppKZcaaa
0x0051da38: GameNet::Manager::sSgltnInstance
0x0051dac0: GameNet::Manager::sSgltnDelete
0x0051db58: Ed::CParkGenerator::CELL_WIDTH
0x0051db5c: Ed::CParkGenerator::CELL_HEIGHT
0x0051db60: Ed::CParkGenerator::CELL_LENGTH
0x0051db64: Ed::CParkGenerator::vFIRST_ID_FOR_OBJECTS
0x0051db68: Ed::CParkGenerator::vMAX_ID_FOR_OBJECTS
0x0051db6c: Ed::CParkGenerator::vFIRST_ID_FOR_RAILS
0x0051db70: Ed::CParkGenerator::vMAX_ID_FOR_RAILS
0x0051db74: Ed::CParkGenerator::vFIRST_ID_FOR_CREATED_RAILS
0x0051db78: Ed::CParkGenerator::vMAX_ID_FOR_CREATED_RAILS
0x0051db7c: Ed::CParkGenerator::vFIRST_ID_FOR_RESTARTS
0x0051de28: GameNet::Manager::_Manager
0x0051dfb0: Ed::CParkEditor::vMAX_CAM_DIST
0x0051dfb4: Ed::CParkEditor::vMIN_CAM_DIST
0x0051dfb8: Ed::CParkEditor::vCAM_DIST_INC
0x0051dfbc: Ed::CParkEditor::vCAM_TARGET_ELEVATION
0x0051dfc0: GameNet::PlayerInfo::s_observer_logic_code
0x0051e038: GameNet::Manager::s_ctf_logic_code
0x0051e2c8: Spt::SingletonPtr_Inp::Manager_ virtual table
0x0051e2e0: Spt::SingletonPtr_Game::CGame_ virtual table
0x0051e320: Ed::CParkEditor virtual table
0x0051e348: Inp::Handler_Ed::CParkEditor_ virtual table
0x0051e370: Tsk::Task_Ed::CParkEditor_ virtual table
0x0051e398: Inp::BaseHandler virtual table
0x0051e4c8: GameNet::Manager::SendCAGDataToServer
0x0051e818: GameNet::Manager::SendCAGDataToPlayer
0x0051eb78: GameNet::Manager::SendFaceDataToServer
0x0051edf0: GameNet::Manager::SendFaceDataToPlayer
0x0051ef68: GameNet::Manager::FirstNewPlayerInfo
0x0051f000: GameNet::Manager::NextNewPlayerInfo
0x0051f070: GameNet::Manager::GetNewPlayerInfoByObjectID
0x0051f110: GameNet::Manager::DestroyNewPlayer
0x0051f270: GameNet::Manager::GetKingOfTheHill
0x0051f310: GameNet::Manager::GetGoldOwner
0x0051f3a8: Ed::CCursor::MOTION_PCT_INC
0x0051f3ac: Ed::CCursor::ROT_DEG_INC
0x0051f3b0: GameNet::Manager::GetTauntPreferences
0x0051f3c0: GameNet::Manager::RandomizeSkaterStartingPoints
0x0051f438: Spt::SingletonPtr_Ed::CParkEditor_ virtual table
0x0051f680: GameNet::Manager::SetSkaterStartingPoints
0x0051f6d0: GameNet::Manager::GetSkaterStartingPoint
0x0051f6e8: GameNet::Manager::ShouldStopAtZero
0x0051f700: Ed::CAbstractMetaPiece virtual table
0x0051f728: Ed::CConcreteMetaPiece virtual table
0x0051f750: Ed::CMetaPiece virtual table
0x0051f778: Ed::CClonedPiece virtual table
0x0051f798: Ed::CSourcePiece virtual table
0x0051f7b8: Ed::CPiece virtual table
0x0051f950: Spt::SingletonPtr_Ed::CParkEditor_ virtual table
0x0051fae8: GameNet::Manager::free_all_pending_players
0x0051fbe8: GameNet::Manager::free_all_players
0x0051fd00: GameNet::Manager::StartNetworkGame
0x00520668: GameNet::Manager::ChooseNewServerPlayer
0x00520850: GameNet::Manager::IsIDTakenByNewPlayer
0x005208f8: GameNet::Manager::RemovePlayer
0x00520920: GameNet::Manager::EnterObserverMode
0x00520d70: GameNet::Manager::DropPlayer
0x005212d8: Anm::CWobbleAnimNode virtual table
0x00521648: GameNet::Manager::GetNumNewPlayers
0x005217b0: GameNet::Manager::GetScoreMode
0x00521888: GameNet::Manager::GetTargetTags
0x00521960: GameNet::Manager::GetNumNewObservers
0x00521aa8: GameNet::Manager::GetLevelName
0x00521c68: GameNet::Manager::CreateNewPlayer
0x00521ea0: GameNet::Manager::ClientAddNewPlayer
0x00521fe8: Anm::CWalkSpeedAnimNode virtual table
0x005220c0: Anm::CTurnBlendAnimNode virtual table
0x00522340: GameNet::Manager::DeferredNewPlayer
0x005228a8: GameNet::Manager::DestroyPlayer
0x00522be0: GameNet::Manager::ObservePlayer
0x00522de0: Anm::CWalkingSourceAnimNode virtual table
0x00522f00: GameNet::Manager::PlayerCollisionEnabled
0x00523140: GameNet::Manager::SpawnServerSetup
0x00523480: GameNet::Manager::JoinServerSetup
0x00523820: GameNet::Manager::SpawnClientSetup
0x00523848: GameNet::Manager::ShouldDisplayTeamScores
0x00523968: GameNet::Manager::GetTeamGraffitiMode
0x00523a70: GameNet::Manager::GetFireballLevelFromPreferences
0x00523af0: Anm::CWalkingSpeedBlendAnimNode virtual table
0x00523c00: GameNet::Manager::SetProSetFlags
0x00523c28: GameNet::Manager::GetCrown
0x00523c38: GameNet::Manager::GetGold
0x00523c48: GameNet::Manager::CleanupObjects
0x00523c60: GameNet::Manager::SetCrownSpawnPoint
0x00523c78: GameNet::Manager::SetGoldSpawnPoint
0x00523c90: GameNet::Manager::SendEndOfRunMessage
0x00523d68: GameNet::Manager::HaveSentEndOfRunMessage
0x00523da0: GameNet::Manager::ToggleProSet
0x00523ed8: GameNet::Manager::ScriptStartCTFGame
0x00523f48: GameNet::Manager::ScriptEndCTFGame
0x00523f78: GameNet::Manager::ScriptTookFlag
0x00524138: GameNet::Manager::ScriptCapturedFlag
0x00524370: GameNet::Manager::ScriptRetrievedFlag
0x005244f8: GameNet::Manager::ScriptHasFlag
0x00524558: GameNet::Manager::ScriptDisplayFlagBaseWarning
0x005245e0: GameNet::Manager::ScriptTeamFlagTaken
0x00524698: GameNet::Manager::ScriptSpawnCrown
0x00524800: Anm::CWalkingTimerAnimNode virtual table
0x005248d8: Anm::CBoardRotateAnimNode virtual table
0x00524978: GameNet::Manager::ScriptSpawnGold
0x005249b8: Anm::CDifferenceToggleAnimNode virtual table
0x00524c68: GameNet::Manager::ScriptNetworkGamePending
0x00524c78: GameNet::Manager::ScriptStartNetworkGame
0x00525290: GameNet::Manager::GetGameTypeFromPreferences
0x00525380: GameNet::Manager::ShouldSendScoreUpdates
0x00525550: GameNet::Manager::SetLaunchingQueuedScripts
0x00525578: GameNet::Manager::ClearLaunchingQueuedScripts
0x005255a0: GameNet::Manager::ToggleScores
0x005255e0: GameNet::Manager::ScriptSendGameOverToObservers
0x005256c8: Anm::CRunningTurnAnimNode virtual table
0x00525700: GameNet::Manager::ScriptEndNetworkGame
0x005257a0: Anm::CWheelSpeedAnimNode virtual table
0x00525878: GameNet::Manager::ScriptCreatePlayerOptions
0x00525c00: GameNet::Manager::ScriptCancelRemovePlayer
0x00525c98: GameNet::Manager::ScriptKickPlayer
0x00525ef0: GameNet::Manager::ScriptBanPlayer
0x00526150: GameNet::Manager::ScriptFCFSRequestStartGame
0x005264b0: Anm::CWalkMonitorAnimNode virtual table
0x005265c8: Anm::CAnimSaveSoundAnimNode virtual table
0x005265d8: GameNet::Manager::SetReadyToPlay
0x005266a0: Nav::CAStar_Nav::CCell_ virtual table
0x005266c0: AI::CStore_Nav::CNode *_ virtual table
0x005266d8: Nav::CSearchAlgorithm_Nav::CCell_ virtual table
0x005267f8: Nav::CLocation virtual table
0x00526a00: GameNet::Manager::ScriptFCFSRequestChangeLevel
0x00526ab0: Nav::CLocation virtual table
0x00526ac8: Nav::CPolyCell virtual table
0x00526b48: Nav::CCell virtual table
0x00526bb0: Nav::CArea virtual table
0x00526bc8: Nav::CPolySector virtual table
0x00526be0: Nav::CAStar_Nav::CCell_ virtual table
0x00526c00: AI::CStore_Nav::CNode *_ virtual table
0x00526c18: Nav::CWorld virtual table
0x00526c20: GameNet::Manager::ScriptFCFSRequestToggleProSet
0x00526c30: AI::CStore_Nav::CArea_ virtual table
0x00526c48: AI::CStore_Nav::CPolySector_ virtual table
0x00526c60: Nav::CSearchAlgorithm_Nav::CCell_ virtual table
0x00526d08: GameNet::Manager::ScriptFCFSRequestToggleGoalSelection
0x00526df0: GameNet::Manager::ScriptResetProSetFlags
0x00526f78: GameNet::Manager::GetRankTest
0x00527080: GameNet::Manager::GetRankLimit
0x005272c0: GameNet::Manager::GetSkillLevel
0x00527450: GameNet::Manager::GetNumTeams
0x00527498: GameNet::Manager::ResetPlayers
0x00527620: GameNet::Manager::SetNumTeams
0x00527648: GameNet::Manager::SetGameMode
0x00527678: GameNet::Manager::LoadPendingPlayers
0x00527948: GameNet::Manager::auto_server_code
0x005279c0: GameNet::Manager::enter_chat_code
0x00527d08: GameNet::Manager::join_state_code
0x00527f38: GameNet::Manager::ClientShutdown
0x00527f70: GameNet::Manager::handle_new_player
0x005280e8: GameNet::Manager::server_add_new_players_code
0x00528dd0: GameNet::Manager::client_add_new_players_code
0x005290f0: GameNet::Manager::EnteredNetworkGame
0x00529158: GameNet::Manager::ScriptSetNumTeams
0x00529380: Spt::SingletonPtr_GameNet::Manager_ virtual table
0x00529398: Lst::Search_GameNet::LobbyInfo_ virtual table
0x005293b0: Lst::Search_GameNet::NewPlayerInfo_ virtual table
0x005293c8: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x005293e0: Lst::Search_GameNet::LobbyPlayerInfo_ virtual table
0x005293f8: Tsk::Task_GameNet::LobbyMan_ virtual table
0x00529420: Lst::Head_GameNet::LobbyPlayerInfo_ virtual table
0x00529438: Lst::Head_GameNet::LobbyInfo_ virtual table
0x00529450: GameNet::LobbyPlayerInfo virtual table
0x00529468: Lst::Node_GameNet::LobbyPlayerInfo_ virtual table
0x00529480: Lst::Node_GameNet::LobbyInfo_ virtual table
0x005294d8: GameNet::Manager::ScriptJoinTeam
0x00529680: GameNet::Manager::ChangeLevelCode
0x005296f0: GameNet::Manager::InLobby
0x00529748: GameNet::Manager::AddNewPlayerNamesToArray
0x005297f0: GameNet::Manager::ClearRailEditor
0x00529818: GameNet::Manager::timeout_connections_code
0x00529dd0: GameNet::Manager::GetTeamScore
0x00529f90: GameNet::Manager::GetPlayerScore
0x0052a0e0: GameNet::Manager::GetServerInfo
0x0052a2a0: Tsk::Task_GameNet::Manager_::_Task
0x0052a2c0: GameNet::Manager::ReadyToPlay
0x0052a2d0: GameNet::Manager::SetGameOver
0x0052a2e0: GameNet::Manager::GameIsOver
0x0052a2f0: GameNet::Manager::MarkGameOver
0x0052a328: GameNet::Manager::ClearGameOver
0x0052a360: Lst::Node_GameNet::NewPlayerInfo_::_Node
0x0052a3f0: Lst::Head_GameNet::NewPlayerInfo_::_Head
0x0052a438: Lst::Search_GameNet::Content_ virtual table
0x0052a450: Lst::Search_GameNet::Directory_ virtual table
0x0052a468: Lst::Head_GameNet::Directory_ virtual table
0x0052a480: Tsk::Task_GameNet::ContentMan_ virtual table
0x0052a4a8: GameNet::Directory virtual table
0x0052a4c0: Lst::Head_GameNet::Content_ virtual table
0x0052a4d8: Lst::Node_GameNet::Directory_ virtual table
0x0052a4f0: GameNet::Content virtual table
0x0052a508: Lst::Node_GameNet::Content_ virtual table
0x0052a560: Tsk::Task_GameNet::Manager_::vCall
0x0052a5b0: Tsk::Task_GameNet::Manager_::GetCode
0x0052a5c0: GameNet::Manager::s_handle_player_info_ack
0x0052b340: Lst::Search_GameNet::BuddyMessage_ virtual table
0x0052b358: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x0052b370: Lst::Search_GameNet::BuddyInfo_ virtual table
0x0052b388: Lst::Head_GameNet::BuddyMessage_ virtual table
0x0052b3a0: Lst::Head_GameNet::BuddyInfo_ virtual table
0x0052b3b8: Tsk::Task_GameNet::BuddyMan_ virtual table
0x0052b3e0: GameNet::BuddyMessage virtual table
0x0052b3f8: Lst::Node_GameNet::BuddyMessage_ virtual table
0x0052b410: GameNet::BuddyInfo virtual table
0x0052b428: Lst::Node_GameNet::BuddyInfo_ virtual table
0x0052b528: GameNet::Manager::s_handle_new_gold_owner
0x0052b670: GameNet::Manager::s_handle_stole_flag
0x0052b6c0: GameNet::Manager::s_handle_took_flag
0x0052b710: GameNet::Manager::s_handle_captured_flag
0x0052b760: GameNet::Manager::s_handle_retrieved_flag
0x0052b7a8: GameNet::Manager::s_handle_fcfs_request
0x0052c270: Lst::Search_GameNet::StatsLevel_ virtual table
0x0052c288: Lst::Search_GameNet::StatsPlayer_ virtual table
0x0052c2a0: Lst::Head_GameNet::SortableStats_ virtual table
0x0052c2b8: Lst::Search_GameNet::SortableStats_ virtual table
0x0052c2d0: Lst::Search_GameNet::CCommonPlayerInfo_ virtual table
0x0052c2e8: GameNet::SortableStats virtual table
0x0052c300: Lst::Node_GameNet::SortableStats_ virtual table
0x0052c318: Tsk::Task_GameNet::StatsMan_ virtual table
0x0052c340: Lst::Head_GameNet::StatsLevel_ virtual table
0x0052c358: GameNet::StatsLevel virtual table
0x0052c370: Lst::Head_GameNet::StatsPlayer_ virtual table
0x0052c388: Lst::Node_GameNet::StatsLevel_ virtual table
0x0052c3a0: GameNet::StatsPlayer virtual table
0x0052c3b8: Lst::Node_GameNet::StatsPlayer_ virtual table
0x0052cd58: GameNet::Manager::s_handle_dropped_crown
0x0052d050: GameNet::Manager::s_handle_dropped_gold
0x0052d340: GameNet::Manager::s_handle_dropped_flag
0x0052d570: GameNet::Manager::s_handle_request_level
0x0052d748: GameNet::Manager::s_handle_level_data
0x0052d7c0: GameNet::Manager::s_handle_rail_data
0x0052da28: GameNet::Manager::s_handle_kill_flags
0x0052da80: GameNet::Manager::s_handle_game_info
0x0052e500: GameNet::Manager::s_handle_select_goals
0x0052e6d0: GameNet::Manager::s_handle_sh_object_pickup
0x0052e7b8: GameNet::Manager::s_handle_run_ended
0x0052e970: GameNet::Manager::s_handle_object_update
0x0052eb20: GameNet::Manager::s_handle_beat_goal
0x0052eef0: GameNet::Manager::s_handle_beat_goal_relay
0x0052f300: GameNet::Manager::s_handle_started_goal
0x0052f4b8: GameNet::Manager::s_handle_started_goal_relay
0x0052f638: GameNet::Manager::s_handle_toggle_proset
0x0052f660: GameNet::Manager::s_handle_level_data_request
0x0052f718: GameNet::Manager::s_handle_elimination
0x0052f8c0: GameNet::Manager::s_handle_player_info_ack_req
0x0052f998: GameNet::Manager::handle_join_request
0x0052fd38: GameNet::Manager::handle_observe
0x0052ff38: GameNet::Manager::handle_join_proceed
0x00530390: GameNet::Manager::s_handle_auto_server_notification
0x005303e8: GameNet::Manager::s_handle_challenge_response
0x00530460: GameNet::Manager::s_handle_team_change_request
0x00530610: GameNet::Manager::s_handle_cheat_checksum_response
0x00530760: GameNet::Manager::s_handle_team_change
0x00530a58: GameNet::Manager::handle_end_game
0x00530ae0: GameNet::Manager::handle_game_over
0x00530bb0: GameNet::Manager::s_handle_challenge
0x00530cc0: GameNet::Manager::s_handle_fcfs_assignment
0x00530dc0: GameNet::Manager::s_handle_cheat_checksum_request
0x00530e48: GameNet::Manager::s_handle_set_num_teams
0x00530f70: GameNet::Manager::handle_player_restarted
0x005314f0: GameNet::Manager::handle_disconn_request
0x00531670: GameNet::Manager::s_render_scores_code
0x00532800: GameNet::PlayerInfo::PlayerInfo
0x00532918: GameNet::PlayerInfo::_PlayerInfo
0x00532a80: GameNet::PlayerInfo::MarkAsNonCollidable
0x00532ab0: GameNet::PlayerInfo::IsNonCollidable
0x00532c68: GameNet::PlayerInfo::SetSkater
0x00532cd8: GameNet::PlayerInfo::SetFaceData
0x00532e50: GameNet::PlayerInfo::GetFaceData
0x00532e58: GameNet::PlayerInfo::SetupObserverLogicTask
0x00532ef0: GameNet::PlayerInfo::DeleteObserverLogicTask
0x00532f38: GameNet::PlayerInfo::SetHasCAGData
0x00532fa8: GameNet::PlayerInfo::HasCAGData
0x00533018: GameNet::PlayerInfo::GetCAGTexture
0x00533088: GameNet::PlayerInfo::CopyProfile
0x00533180: GameNet::PlayerInfo::HasCTFFlag
0x00533198: GameNet::PlayerInfo::HasWhichFlag
0x005331f0: GameNet::PlayerInfo::ClearCTFState
0x00533208: GameNet::PlayerInfo::CapturedFlag
0x00533560: GameNet::PlayerInfo::StoleFlag
0x005337e0: callbackFuncs
0x00533900: GameNet::PlayerInfo::TookFlag
0x00533c08: GameNet::PlayerInfo::RetrievedFlag
0x00533d28: digits_hex
0x00533d40: digits_crypt
0x00533d58: new_digits_crypt
0x00533f28: GameNet::PlayerInfo::Eliminate
0x00533f68: GameNet::PlayerInfo::IsEliminated
0x00534038: GameNet::PlayerInfo::MarkAsKing
0x00534610: GameNet::PlayerInfo::MarkAsGoldOwner
0x00534be8: GameNet::PlayerInfo::IsGoldOwner
0x00534c00: GameNet::PlayerInfo::IsKing
0x00534c18: GameNet::PlayerInfo::IsVulnerable
0x00534c50: GameNet::PlayerInfo::ResetProjectileVulnerability
0x00534c58: GameNet::PlayerInfo::SetHitTime
0x00534c60: GameNet::PlayerInfo::GetSkaterNumber
0x00534c70: isclr
0x00534c98: ststbl
0x00534ca8: stdtbl
0x00534cb0: GameNet::PlayerInfo::GetAccumulatedScore
0x00534cb8: mfdtbl
0x00534cc8: GameNet::NewPlayerInfo::NewPlayerInfo
0x00534db0: GameNet::NewPlayerInfo::_NewPlayerInfo
0x00534ed0: Tsk::Task_GameNet::PlayerInfo_::_Task
0x00534ef0: GameNet::PlayerInfo::GetPlayer
0x00534ef8: GameNet::PlayerInfo::SetPlayer
0x00534f00: GameNet::PlayerInfo::GetNumScavengerHuntObjects
0x00534f10: Tsk::Task_GameNet::PlayerInfo_::vCall
0x00534f60: Tsk::Task_GameNet::PlayerInfo_::GetCode
0x00534f68: GameNet::Manager::s_server_list_state_code
0x00535930: sneetcp_ver
0x00535954: SNTC_RESET_TIMEOUT
0x00535b78: GameNet::Manager::TrackUsageComplete
0x00535bb8: GameNet::Manager::s_threaded_track_usage
0x00535d98: GameNet::Manager::s_server_list_callback
0x00536698: GameNet::Manager::StopServerList
0x005367e8: GameNet::Manager::RefreshServerList
0x00536a58: GameNet::Manager::SetServerListState
0x00536ad0: basefix.3
0x00536b98: GameNet::LobbyInfo::LobbyInfo
0x00536bd8: GameNet::LobbyInfo::_LobbyInfo
0x00536c68: Lst::Node_GameNet::LobbyInfo_::_Node
0x00536cf8: Ed::RailPoint::RailPoint
0x00536d18: Ed::RailPoint::_RailPoint
0x00536d40: Ed::RailPoint::CopyParams
0x00536d78: Ed::RailString::RailString
0x00536da0: Ed::RailString::_RailString
0x00536dc8: Ed::RailString::AddPoint
0x00536df8: Ed::RailString::Destroy
0x00536e58: Ed::RailString::CountLinkedPoints
0x00536ea0: Ed::RailString::CopyOffsetAndRot
0x00537120: blanks.29
0x00537130: zeroes.30
0x00537158: Ed::RailSet::RailSet
0x00537170: Ed::RailSet::_RailSet
0x005371d8: Ed::RailSet::AddString
0x00537208: Ed::RailSet::Destroy
0x00537278: Ed::RailSet::CountPoints
0x005372a8: Ed::RailSet::GetString
0x005372e8: Ed::RailSet::SetupAllocators
0x00537310: blanks.12
0x00537320: zeroes.13
0x00537420: Ed::RailSet::FreeAllocators
0x00537470: Ed::RailSet::CreateRailPoint
0x005374d8: Ed::RailSet::CreateRailString
0x00537500: lconv
0x00537550: Ed::RailSet::DestroyRailPoint
0x00537560: huge
0x00537570: one
0x00537578: Zero
0x00537588: ln2_hi
0x00537590: ln2_lo
0x00537598: two54
0x005375a0: Lg1
0x005375a8: Lg2
0x005375b0: Lg3
0x005375b8: Lg4
0x005375c0: Lg5
0x005375c8: Lg6
0x005375d0: Lg7
0x005375d8: zero
0x005375e8: ivln10
0x005375f0: log10_2hi
0x005375f8: log10_2lo
0x00537608: sn___infinity
0x00537630: Mem::CPoolable_Ed::RailPoint_::operator delete
0x00537658: p05.27
0x00537788: Mem::CPoolable_Ed::RailString_::operator delete
0x005378e0: Mem::CPoolable_Ed::RailPoint_::SAttachPool
0x00537988: Mem::CPoolable_Ed::RailPoint_::operator new
0x00537b20: Mem::CPoolable_Ed::RailPoint_::SRemovePool
0x00537b90: nothrow
0x00537b98: bad_alloc virtual table
0x00537c18: bad_typeid virtual table
0x00537c30: bad_cast virtual table
0x00537c40: Mem::CPoolable_Ed::RailString_::operator new
0x00537c48: type_info virtual table
0x00537cd0: bad_exception virtual table
0x00537ce8: exception virtual table
0x00537dd8: Mem::CPoolable_Ed::RailString_::SRemovePool
0x00537e50: Ed::CParkGenerator::CParkGenerator
0x00537fa0: huge
0x00537fb0: atanhi
0x00537fc0: atanlo
0x00537fd0: aT
0x00537ffc: one
0x00538000: huge
0x00538070: bp
0x00538080: dp_h
0x00538090: dp_l
0x005380a0: zero
0x005380a8: one
0x005380b0: two
0x005380b8: two53
0x005380c0: huge
0x005380c8: tiny
0x005380d0: L1
0x005380d8: L2
0x005380e0: L3
0x005380e8: L4
0x005380f0: L5
0x005380f8: L6
0x00538100: P1
0x00538108: P2
0x00538110: P3
0x00538118: P4
0x00538120: P5
