0x21902065 Checksum
0x90635430 M_af_particlebox04_start
0x49c17436 M_AF_TRG_barracks02_03
0x8c34c438 Order_AF_e_Aggressive_inside_jail_front01
0x61d1e43e M_af_TRG_ind_vs_boats_expld03
0x40cab43e broadcast_t_fortcannons_firing_outside
0x1f698447 M_af_TRG_way_cannon04_marker
0x4637544b M_AF_cannon02
0x2dc6544e Object_TNTBarrel01_ammodump
0xa9e8a450 ss_trg_jail_back_commands
0x98e8645c Order_AF_e_balanced_fortcamp_front_n01
0x3520b45f flag_by_cannon01
0x6c447464 s_TRG_infirm
0x855b346f ss_TNTBarrel_fortpillbox02_stuff
0x61269474 m_af_t_cave_guys01
0xbf740475 ss_TNTBarrel_fortpillbox04
0x8c16547f Order_AF_e_balanced_fortcamp_front_s01
0xb9d90494 m_af_ParticleBoxSmoke01_Start25
0x2e2a0499 broadcast_t_cave_allies_move01
0x9e2e649a M_af_TRG_way_ind_fort_gate03
0x42fc449b m_af_TRG_way_cannon03_fire
0xc466049b M_AF_TRG_way_ammodump_01
0x3ec644a0 M_AF_TRG_barracks02_02
0x65b254a3 M_af_TRG_ind_vs_boats_expld02_alt
0xd4d304a4 ss_t_fort_leave_area_warn
0x97bc24a4 m_af_dt_jailfoor4549
0x16d6d4a8 M_af_TRG_ind_vs_boats_expld02
0x13f9f4ac broadcast_t_fort_jailspawn
0x96c3a4ac M_AF_INIT
0x0e2c14ad M_AF_TRG_e_01
0xf6b244b3 Order_AF_e_balanced_inlet_e_ledge03
0xc4e634bc M_AF_t_otherside
0x507144c0 broadcast_t_cave_guys01
0x18a2f4c0 m_af_TRG_canoe_go02
0x376e44cc ss_move_ind_inside_cannon01
0xd55694e3 ParticleBoxCinder01_Start08
0x72f934e4 M_AF_TRG_way_canoe_path01
0xd67394ea M_AF_TRG_inside01
0xb78e34eb M_AF_TRG_restart_cannon04
0x43c49507 M_AF_TRG_barracks05_08
0x8fdf8512 M_af_TRG_ind_vs_boats_expld01
0x97254517 M_AF_TRG_e_02
0xa7cf151a M_AF_TRG_barracks02_01
0x22fcf51b Order_AF_e_balanced_ik_inside_doorway01
0xd262351f Order_AF_e_Aggressive_next_2_jail_back01
0x54e4d520 ss_make_canoe_hit_sound
0x5d6f5521 M_AF_TRG_way_ammodump_02
0xb7235523 broadcast_t_cave_allies_move02
0x9e136528 broadcast_t_fort_entrance03
0x8e5bc52d M_AF_TRG_tower01_l05
0xea989539 M_AF_TRG_way_keel04_path01
0xa60d3543 m_af_TRG_way_tower01_h10
0x8f28f558 M_af_t_cave_guys03
0xd163e559 s_TRG_jail_back01
0x8304556f ss_cannon02sounds
0xa67d9572 broadcast_t_TRG_infirm_03_outside
0xf30bc576 M_AF_TRG_ik_low05
0xe6e87579 M_AF_cannonball_boats
0x6030157a M_AF_TRG_e_10
0xc978157a broadcast_t_cave_guys02
0x81aba57a M_af_TRG_canoe_go01
0xe0227581 M_AF_TRG_e_03
0x34c3a591 M_AF_TRG_barracks05_09
0xd27bf5a5 Order_AF_e_balanced_barracks05_front_r01
0xe10565a9 Order_AF_e_balanced_cannon04_01
0x2f35c5aa broadcast_t_endbunkerstage
0x3dd805b4 M_af_particlebox04_start01
0x702005b6 M_af_TRG_way_ind_fort_gate01
0xf95cf5bb M_AF_TRG_tower01_l04
0xe91455be broadcast_t_fort_entrance02
0xd1d765c4 ss_infirmary_guys_sound_check
0xbe1ee5c4 battleoutside_gatgun04
0x02a3b5c4 flag_destroy_ammodump
0xa352d5c7 s_bar_formation01
0xf82fc5ce M_af_t_cave_guys02
0xb89395cf m_af_ParticleBoxCinder01_Start09
0xc0e5a5d6 waypoint_cannon04_marker
0x3506b5db Order_AF_ind_balanced_fortcamp_m01
0x840cf5e0 M_AF_TRG_ik_low04
0xbb3b25e9 Order_AF_e_cautious_tower02_l_door01
0x01d755e9 ss_corporal_talk
0xbe7f25ec broadcast_t_cave_guys03
0xe80a85f0 s_M_AF_ind_outside_inlet_boats
0xdf3e05f1 M_af_cannon01
0x4c4c25f7 m_af_t_jail_back
0x0b03f603 s_m_af_TRG_cannon04_05
0x10f8e60a ss_barracks_guys_kill
0xb46fb611 m_af_missionflags
0x24d61621 canoe02_5_move
0x2dc5863e M_AF_trg_e_deadhorse03
0x0c272644 M_AF_t_endcannon02
0xcd2e864b Order_AF_e_aggressive_formation05
0xf193b64b s_M_AF_TRG_fort_front_n04
0xc1a0664f M_AF_TRG_fort_front_n05
0xb53f4650 s_TRG_e_01
0xd1260651 M_AF_t_innerkeep
0xe7a57652 m_af_t_fort_leave_area_fail
0xb441d661 M_AF_TRG_outside_badguy09
0x46b7566f Order_AF_e_aggresive_frontfort_cannon01
0x4374a676 s_TRG_jail_out
0x3ba5167a ss_allied_runupbunker
0x1627667f ss_indians_assault_front02_02
0x2bc4367f M_AF_TRG_jail02
0xbbfb9681 ss_keelboat01_setup02
0x8ee29681 broadcast_t_jail_front
0x272db681 M_AF_TRG_frontfort_gatguy02
0x44d4a68b M_af_TRG_way_canoe02_navoff01
0x53bed68c ss_fad_get_up_ladder
0xd14be68d TRG_tower01_h02
0x6105368f M_af_TRG_keelboat02_cannonguy
0x4fe36699 ss_allie_respawn_alliedbattle
0x2065269a ss_ammodump_guys
0x04fca6a6 broadcast_last_cannon_destroyed
0x5ac2b6a8 M_AF_trg_e_deadhorse02
0xb471b6ac Order_AF_ind_Aggressive_next_2_gatgun
0xdb8886b1 M_af_jow_glow01
0x83b0b6c2 M_AF_TRG_way_ind_fortfront01
0xcfc2e6d4 s_TRG_cave08
0xba29b6dd Order_AF_e_aggressive_formation04
0x5cc306e9 M_AF_TRG_jail03
0x3d70f6f0 broadcast_t_endcannon02
0xc92386f7 s_M_AF_TRG_ik_low_bunk05
0xc346e6f7 M_AF_TRG_outside_badguy08
0x6db2e6f7 Order_AF_ind_Aggressive_behind_jail
0x5d6a6700 M_af_last_cannon_shield_C
0xefdf3706 ss_t_fort_inside_start
0x298de708 s_M_AF_TRG_outside_badguy04
0x4281d70b M_af_jow_glow02
0x3aad970e ss_fights_at_dawn_runupbunker
0x13ad3710 m_af_TRG_keel_b_c04
0xc3cbe712 M_AF_TRG_e_deadhorse01
0x20ead718 s_TRG_tower01_l01
0x4842b737 TRG_tower01_h01
0x65e1073a M_AF_ParticleBoxSmoke01_Start07
0xbe24e73b M_AF_TRG_frontfort_gatguy01
0x8e02f742 M_AF_TRG_cannon03_02
0xa479a74a broadcast_t_endcannon01
0xcc11e753 ss_s_TRG_cave08
0x3581e754 Order_AF_ind_balanced_insidecannon01
0xe6d08771 s_TRG_jail04
0x1ab9e778 M_AF_TRG_way_ind_fortfront02
0x4ca2c77a Order_AF_e_balanced_fortcamp_front_nn01
0x5b31277c s_TRG_e_03
0x579ce77d waypoint_pillbox01_marker
0xf4e39789 broadcast_ammodump_gone
0x3586e79d M_af_jow_glow03
0xaf4037a2 ss_bridge_walk
0x5d67b7aa flag_player_left_area
0x605777ab M_af_TRG_way_frontfort_g_gun02_area_node
0x12e637ac M_AF_ParticleBoxSmoke01_Start06
0xfabc07b7 ss_formationbreak
0x8f2e37c5 ss_indians_assault_front02_01
0xb2cd67c5 M_AF_TRG_jail01
0x8a7a97cf M_AF_TRG_way_cannon01_gatgun04
0xf905c7d4 M_AF_TRG_cannon03_03
0xdfbe07d5 Order_AF_e_aggresive_frontfort_cannon02
0x65be87ec M_AF_TRG_way_out_creek03
0x49f2c7ec s_TRG_barracks03_01
0x43e197ec M_AF_TRG_cave_entrance
0x6dbed7ee M_AF_TRG_way_ind_fortfront03
0x37da47f2 M_af_last_cannon_shield_R
0x58a937f5 M_AF_TRG_fort_front_n06
0x85f7f7f7 ss_beginning_voices_soldier
0x952e77fe M_AF_t_endcannon01
0xa47cb800 M_AF_TRG_barracks05_06
0x99b6c819 Order_AF_e_Aggressive_behind_jail01
0xfa2f781b Order_AF_e_balanced_fortcamp_front_ss01
0xb8742821 indvsboats
0x6c999830 s_TRG_barracks05_01
0x1db6c839 ss_fad_say_use_gat_gun
0xdde5d84e stops_battle02
0x1736f852 M_AF_TRG_tower01_h02
0xd1c9685e ss_allied_respawned04_2
0x96d7585f M_AF_TRG_bunker_top01
0xa1d9a86b M_af_TRG_way_frontfort_g_gun03_area_node
0x226e586d Order_AF_e_aggresive_frontfort_gatgun04
0x2300486d s_TRG_cannon04_01
0x0d571876 m_af_pillbox02_cannonhit_check
0x9e0a688f m_af_dt_jailfoor4545
0xa4313892 ss_broadcast_t_ab_fad_move
0xbbba68b4 m_af_TRG_way_cave_e_a05
0x8cfdf8b5 ss_t_bridge_fallback
0x879298b6 Order_AF_ind_balanced_cannon02_inside01
0x5c4e88b7 ss_FAD_says_warriers_get_back
0xb63ea8b7 Order_AF_e_cautious_barracks01_top01
0xeb0b38ba battleoutside_beginning_e01
0x9c6098c4 m_af_TRG_way_ind_gate_jump03
0x6031c8c4 M_AF_TRG_tower01_h03
0x791f18d1 M_AF_t_fort_infirm_inside
0x0ef498d8 af_last_cannon_damage
0x4ac238e7 ss_fightsatdawn_off_canoe
0x319748ee M_AF_ind_outside_inlet01
0x0878a8f4 ss_canoe02_move
0x72026900 battleoutside_beginning_e02
0xe9dd490b M_AF_TRG_way_cave_10
0x11a44914 broadcast_t_jail_back
0x1f7ce919 waypoint_pillbox04_marker
0x5d5ff928 M_AF_t_bridge_guys_walk
0x37dc792c ss_kill_boat04
0x4a72d92c M_AF_TRG_barracks05_04
0x07033935 M_AF_dt_jailfoor4546
0xeff9d93d ss_keelboat02_setup
0x9acba941 m_af_I_gatgun_fake04
0x2dd6a945 ss_FAD_starting_inside_the_fort
0xa08be94f M_af_TRG_keelboat03_cannonguy
0xea1ed950 Order_AF_e_aggressive_last_cannon
0xa89e1954 M_AF_ind_outside_inlet02
0x60aa9967 m_af_TRG_cannon05
0xde04b96e Order_AF_ind_Aggressive_inside_jail01
0x20a1f96e Agent_AdddirectFactions
0x78d93973 M_AF_TRG_bunker_top03
0x0baba973 canoe02_move
0xd5e41976 ss_garbageshoot_guys_talk
0x4e33a978 M_AF_TRG_ghst_kboat02_exp01
0xe258297f M_af_trg_cannon02_cannonguy
0xdf9c098e M_af_ts_KeelBoat04
0x48761990 M_af_TNTBarrel_inlet04
0x05055996 battleoutside_beginning_e03
0x49d1c998 ss_t_formation_spawn
0x9eda799d M_AF_TRG_way_cave_11
0xe6f689ad s_TRG_allies01
0xb62c09af broadcast_t_ab_fad_move
0x663339b0 Order_AF_ind_Aggressive_caveent01
0xdf9929c2 M_AF_ind_outside_inlet03
0x938f79d8 M_af_TRG_way_canoe02_path13
0xc7b609e3 indvsboats_expld
0xcf2029e3 bunker04
0x0fde09e5 M_AF_TRG_bunker_top02
0x8e3fa9e8 M_AF_TRG_tower01_h01
0x91c779eb ss_last_cannon_hit
0x9faa59fe broadcast_t_start_canoe_stage
0xf5eefa01 m_af_trg_occluder_03
0x9aaeda05 Order_AF_e_balanced_fortcamp_front_m01
0x8fc4da07 M_AF_TRG_allie05
0x52129a09 M_AF_TRG_restart_alliedbattle
0xf1c12a0e M_AF_t_fort_entrance
0xef82ca14 M_AF_TRG_canoe_restart
0x65e79a16 M_AF_TRG_way_ind_ledge01
0xb85dba17 M_AF_TRG_ammo_dump02
0x0c4bba18 M_AF_TRG_keel02_b_c_area_node
0xb1592a1f ss_check_hero_dynamite
0x57898a23 M_af_TRG_way_cannon01_marker
0x63595a29 broadcast_t_outside
0x42e27a33 M_AF_TRG_way_cave_33
0xa1020a35 M_AF_TRG_ik_low_bunk07
0xd5e64a3b battleoutside_fake_gatgun02
0x32065a42 canoe01_move02
0x8276aa44 ss_keelboat02_setup02
0xbdf79a4a M_AF_TRG_outside_badguy05
0x92694a4b M_AF_TRG_cave01
0xf790ea50 Order_AF_e_aggressive_formation_bar02
0x8db15a58 m_af_TRG_cannon04_05
0x8eecda5a ss_canoe01_move
0xf51bfa61 ss_close_garbage_grate_script
0x13f52a65 Order_AF_e_balanced_barracks04_front_r01
0xb1739a69 s_TRG_cave05
0x1c883a69 M_AF_ParticleBox03_Start20
0x28f3aa69 M_AF_ammodump
0x0587fa75 waypoint_canoe_marker
0x1dbc0a82 M_AF_trg_ind_canoe02_01
0xf3d31a88 m_af_TRG_ghst_dstry_ammo_fireL
0xa39d8a89 ss_indians_advance
0x3c7d8a90 M_af_TRG_way_cell_door_marker
0xcdd57a91 M_af_last_cannon_shield_L
0xf8c3ea91 M_AF_TRG_allie04
0x07b77a97 M_af_TRG_ghst_pillbox02_exp01
0xc9937a9a Order_AF_e_Aggressive_inside_infirm_back01
0x85d1aa9f Order_AF_e_balanced_ik_inside_back01
0xd6053aa3 M_AF_TRG_ik_low_bunk06
0xa2e17aad battleoutside_fake_gatgun03
0x0574eab1 Flag_mid
0x80641ac0 ss_cave_guys_talk
0x0622bac0 ss_allie_respawn_ammodump
0x82a44ac6 M_AF_TRG_barracks04_01
0x8097dac6 Order_AF_e_aggressive_formation_bar03
0xfab66ace M_AF_TRG_cannon04_04
0xa7c3fad8 AF_indian_inner_keep_bat_cry02
0xcaf0aadc M_AF_TRG_outside_badguy04
0x55976ae1 M_AF_TRG_way_canoe02_path
0xb6043ae3 M_af_TRG_waypoint_ladder_01
0x5fbb7ae9 s_M_AF_ind_outside_inlet04
0x27536af7 M_AF_alliedbattle
0x52647b0b Flag_south
0x7542fb0f ss_FAD_move_2_cannon01_entrance
0xf1161b17 broadcast_allies_move_backwall
0xacec1b1f M_AF_TRG_way_cave_31
0xbac9db22 M_AF_TRG_ind_allies04
0xfe7a4b2b Order_af_ind_detectthreats_fortent01
0x9ebe2b2d M_af_TRG_ghst_pillbox02_exp02
0x1be09b2d m_af_trg_occluder_01
0x14818b2e Order_AF_e_Aggressive_tower01_doorway01
0x6490ab31 m_af_t_TRG_infirm_03_outside
0xb7070b36 broadcast_t_bridge_inlet_guy03
0x84b55b38 M_AF_trg_ind_canoe02_02
0x8c5f3b43 waypoint_ladder_marker
0x55cddb47 Order_AF_e_Aggressive_tower01_insideh01
0xd3483b4c s_TRG_barracks04_05
0x5c2ddb4c ParticleBox03_Start25
0x2c73eb4e M_AF_TRG_barracks01_02
0xa4aa7b4f Order_AF_ind_balanced_next_2_cannon03
0xc6b22b53 s_M_AF_ind_outside_inlet07
0xa2789b5d M_AF_TRG_way_keel01_path01
0xea3b9b5d ss_ik_low_bunk
0x53f9fb66 M_AF_TRG_outside_badguy07
0xdde8cb66 M_AF_TRG_way_ind_inlet05
0x05155b66 cannon01_firing
0x7c672b67 M_AF_TRG_cave03
0x03f67b6e broadcast_t_fortcamp_playpos_inlet04
0x63bf3b74 m_af_TRG_cannon04_07
0x1bad1b7c M_AF_TRG_barracks04_02
0x9b421b7c m_af_ParticleBoxSmoke01_Start19
0x0dbe8b80 M_AF_TRG_way_jail_inside06
0x4cef1b81 battleoutside_fake_gatgun01
0xad92ab81 M_af_TRG_waypoint_pillbox04
0x37400b82 Order_AF_ind_balanced_fortcamp_n01
0x380b5b8f M_AF_TRG_ik_low_bunk04
0xc25b7b97 M_af_particlebox01_start
0xd3eb9b9d M_AF_TRG_outside_badguy14
0x23be3ba1 Order_AF_ind_balanced_fortcamp_s01
0x60067ba3 M_af_TRG_inlet_badguy03
0x724daba8 m_af_TRG_fp_ind_poophole02
0x2154ebad M_AF_TRG_ammo_dump01
0x8805abb2 waypoint_cannon01_marker
0x4e164bb5 broadcast_t_fort_inside_start
0x71df6bbc M_AF_t_outside
0xa720fbca s_M_af_TRG_inlet_badguy10
0x97132bce M_af_TRG_inlet_badguy11
0xa85edbcf s_TRG_otherside01
0x89c69bd4 ss_t_fort_inside_fad_ladder01
0x5b74dbd8 M_AF_TRG_barracks01_03
0x8d3fdbdd canoe01_move
0xc4c37bdf Order_AF_e_balanced_barracks05_front_l01
0x14b80be2 m_af_TRG_cannon04_06
0x82fcebe2 broadcast_canoe_done
0xce967be4 m_af_TRG_tower02_l01
0x6caa2bea M_AF_TRG_barracks04_03
0xec452bea m_af_ParticleBoxSmoke01_Start18
0x6e99bbea Order_AF_e_aggressive_formation_bar01
0xb2a09bee ss_s_TRG_cave05
0x0b601bf1 M_AF_TRG_cave02
0x90e39bfc ss_m_af_tower02_h03_commands
0xb5969bff broadcast_t_endcannon02_2
0x77f0ac09 M_AF_TRG_e_08
0xdebfdc19 ss_kill_boat02
0xa3117c19 M_AF_TRG_barracks05_02
0xc6d0ec19 m_af_TRG_cannon_sound02
0x4b5d7c1a battleoutside_cannon01_e_alt02
0x4838ec1e m_af_t_fort_leave_area_warn
0x6bf45c29 s_TRG_barracks05_05
0xd8541c2a m_af_ParticleBoxCinder01_Start10
0x96500c2b battleoutside
0x41f89c2d M_af_ts_KeelBoat03
0x54b53c30 M_AF_TRG_infirm_01
0xd6128c33 M_af_TNTBarrel_inlet03
0x00beec3e M_af_TRG_way_cave_16
0x4ec27c3e M_af_particlebox02_start01
0x5144bc40 bunker03
0x2de39c42 M_AF_TRG_ghst_kboat04_exp01
0x068aac51 waypoint_cannon02_marker
0x988b5c59 M_AF_TRG_otherside02
0x41fdbc61 M_AF_ind_outside_inlet04
0x25981c62 af_ped_run_fast
0x54042c74 M_AF_TRG_barracks05_10
0x73a80c74 M_af_I_gatgun_fake02
0xa0518c8a M_AF_allies_gate_left
0xa9b8ec8f ss_kill_boat03
0xdc0cbc91 ss_close_garbage_grate
0x8afb9c9b keelboat04_move
0x00f79c9f M_AF_TRG_e_09
0xa115bca5 M_af_TNTBarrel_inlet02
0x824b8cb1 M_AF_t_cannon01
0x36ffacbb M_af_ts_KeelBoat02
0xaf532cbc m_af_ParticleBoxCinder01_Start11
0x2cf79cbe M_AF_TRG_way_keel02_path01
0x8fb54cbf ss_spawn_leave_area_proxims
0x89b0fccc M_af_TRG_keelboat04_cannonguy
0xca20accf waypoint_cannon03_marker
0xe6bdacd0 M_AF_TRG_bunker_top04
0x58467cd1 M_AF_ParticleBoxCinder01_Start03
0x26438cd6 bunker02
0x62adece1 M_AF_TRG_e_formation02
0x04af3ce2 M_af_I_gatgun_fake03
0x5204ace2 Order_AF_e_aggresive_frontfort_gatgun01
0x8944cce4 s_TRG_tower02_l03
0x0c5fccec Order_AF_ind_balanced_allies_innerkeepfront01
0x0da3ecf4 M_AF_TRG_way_cave_43
0x7dd7ccf6 Order_AF_e_balanced_tower02_doorway_l01
0x36fa8cf7 M_AF_ind_outside_inlet05
0xaff6fd01 M_af_ts_KeelBoat01
0x365a7d06 m_af_ParticleBoxCinder01_Start12
0x0e53fd0c M_AF_TRG_way_keel03_path03
0x58d27d13 M_af_TRG_ind_vs_boats_expld03_alt
0x44787d15 Order_AF_ind_Cowardly_fortcamp_front02
0x25defd17 m_af_TRG_way_cave_e_a02
0x871d9d1b M_AF_TRG_ind_garbage_ladder01
0xbabb5d1c M_AF_TRG_infirm_03
0x381ced1f M_af_TNTBarrel_inlet01
0xda360d28 keelboat01_move
0x2dc27d2f center_group
0xb7bccd2f m_af_t_jail_front
0x35cbdd33 M_AF_t_fort_inside_start
0x14f0dd3a M_AF_TRG_way_canoe02_path04
0x5178bd3e ss_SetupCannonVisibility
0x023c6d4b broadcast_t_cannon01
0xaff3dd4d M_AF_ind_outside_inlet06
0xa4bb2d51 Order_AF_e_balanced_walkway_h01
0xcb0dfd58 Order_AF_e_aggresive_frontfort_gatgun02
0xfba4bd5b M_AF_TRG_e_formation01
0x15ac8d5e M_af_TRG_way_cannon03_marker
0x1aa8ad63 ss_innerkeep_wall_kill
0x01f00d63 Order_AF_ind_balanced_allies_backwall01
0x02040d67 m_af_TRG_way_ind_gate_jump04
0xfe555d67 M_AF_TRG_tower01_h04
0x625e5d6c broadcast_indians_at_fort_gates
0xbf4add6c bunker01
0xb6c65d7c M_AF_TRG_restart01
0x88883d81 s_TRG_ammo_dump01
0x52d9cd81 M_af_TRG_way_cave_e_a03
0xd7cb2d84 M_af_particlebox02_start02
0xcdbc6d8a M_AF_TRG_infirm_02
0x6d14ed8e M_AF_TRG_way_canoe_start01
0xc2f9fd92 M_AF_TRG_way_keel02_path03
0x55c82d99 M_AF_cave
0x47b68da3 ss_kill_boat01
0x3a182da3 M_AF_TRG_barracks05_01
0x5fd9bda3 m_af_TRG_cannon_sound01
0x1e7b6db5 s_indians_move_front02
0xd9068dc0 M_af_TRG_way_cannon02_marker
0x674aadc8 s_TRG_tower02_l01
0xeaa15dce m_af_I_gatgun_fake01
0xbc0acdce Order_AF_e_aggresive_frontfort_gatgun03
0xe3ad8dd8 M_af_TRG_way_cave_41
0xd8f4eddb M_AF_ind_outside_inlet07
0x1824bde5 ss_ik_low
0xb36d8de8 m_af_ammodump_cannonhit_check
0x448e0dec Order_af_e_detectthreats_fortent01
0xb66cfdfa ss_allied_battle_start_voices
0xfe62ee00 m_af_TRG_inlet_badguy04
0x950dbe07 ss_keelboat03_setup02
0x628a5e0f M_AF_TRG_way_ind_ledge05
0xfd6e1e17 M_af_TRG_ghst_pillbox04_exp02
0x33f63e22 M_af_TRG_waypoint_pillbox03
0xa66fce2c m_af_TRG_ik_low_bunk03
0x026afe3c waypoint_temp_can07
0x4d8f0e3e M_AF_TRG_outside_badguy13
0x8adc9e41 M_AF_TRG_cannon04_01
0x74842e44 Order_AF_e_balanced_inlet_w_ledge03
0xf2cebe49 M_AF_TRG_barracks04_04
0x95048e52 M_AF_TRG_cave05
0x348b6e53 M_AF_TRG_way_ind_inlet03
0xba9a5e53 M_AF_TRG_outside_badguy01
0x46712e5c broadcast_t_fort_infirm
0xd4772e62 broadcast_t_bridge_fallback
0xe1d84e63 M_af_TRG_ghst_last_cannon_expld02
0x2fd18e66 s_M_AF_ind_outside_inlet01
0x4998fe70 ss_t_jail_free_ind_sound
0xb61e5e70 s_TRG_cave01
0x22122e73 M_af_TRG_ind_vs_boats_expld01_alt
0x1c536e77 stops_battle
0x97bd7e78 Order_AF_e_retreat_cannon04_end
0xc41abe7b M_AF_inside
0x95ebae7e s_trg_ind_canoe02_commands01_wait
0xf1e82e81 Order_AF_ind_balanced_allies_cannon04_01
0x158d6e99 M_AF_TRG_way_ind_ledge04
0xb383aea0 M_af_t_cave_allies_move02
0x44f10eb4 M_af_TRG_waypoint_pillbox02
0x6f81deba M_AF_TRG_way_ik_low25
0xd168feba M_AF_TRG_ik_low_bunk02
0x32888ebc M_af_TRG_way_cave_36
0xcf5b3ebd Flag_north
0x96e64ec3 s_M_AF_TRG_ik_low01_05
0x555b4ec3 AF_SOL_battle_talk02
0xe203bec4 M_AF_TRG_cave04
0x438c5ec5 M_AF_TRG_way_ind_inlet02
0xcd744ec7 M_AF_t_tower01_low
0x9d92eecd broadcast_t_fortcamp_playpos_inlet03
0x1f01fede M_AF_canoe_start
0x85c98edf M_AF_TRG_barracks04_05
0x87838ee7 M_AF_corporal
0x7b4e9ee8 ss_t_fort_leave_area_fail
0xc9ed1ee8 s_TRG_tower01_h03
0x7726fee8 M_AF_t_fort_infirm
0x2eb16eea M_AF_TRG_keel04_b_c_area_node
0xde964eeb Order_AF_e_balanced_innerkeep_front01
0xb4b32ef2 ss_TNTBarrel_fortpillbox01_stuff
0xbe83cef2 m_af_TRG_way_jail_back12
0xcce3fef4 s_TRG_e_08
0xf6888f00 M_AF_TRG_way_ik_low26
0x4861af00 M_AF_TRG_ik_low_bunk01
0x57c91f01 Order_AF_e_Style_aggressive_gatling_gun
0x89e1af03 af_bunkers_destroyed
0x179bef0a M_AF_t_fortcannons_firing_outside
0xddf85f0e M_af_TRG_waypoint_pillbox01
0xf9e12f11 M_AF_profiles
0x2a8aff1a M_af_t_cave_allies_move01
0xffb0df2a m_af_TRG_last_cannon
0x106c8f2c M_af_TRG_inlet_badguy06
0x66a77f32 M_AF_TRG_allie03
0x1c8d5f34 m_af_trg_occluder_05
0x27da8f46 M_AF_TRG_restart_innerkeep
0x115b1f4f broadcast_t_formation_spawn
0x479f1f51 Order_AF_e_balanced_innerkeep_front02
0x9f8dcf51 ss_beginning_voices_indian
0xd425ff55 s_TRG_barracks04_01
0xf5eb9f5c m_af_ParticleBox03_Start26
0x58103f5c s_TRG_cave03
0x1cc0df65 M_AF_TRG_barracks04_06
0x1ef34f65 Order_AF_e_aggressive_formation_bar04
0xc1aa6f67 ss_fort_leave_area_fail_check
0x9a8a4f68 Order_AF_e_balanced_inlet_w_ledge01
0xbefc8f6b M_AF_TRG_tower02_l04
0x64d2ff6d M_AF_TRG_cannon04_03
0x59e63f72 Order_AF_Aggressive_caveent01
0x0586cf7d m_af_ammodump_top_temp_col
0xaa63af7e m_af_pillbox04_cannonhit_check
0x7b0aef7e M_AF_TRG_cave07
0xda850f7f M_AF_TRG_way_ind_inlet01
0x54943f7f M_AF_TRG_outside_badguy03
0xd4865f84 M_AF_TRG_outside_badguy10
0x5ca27f86 keelboat02_move
0x818fbf96 M_AF_TRG_way_ik_low27
0xbaebef9a ss_other_inletbadguys
0x6b8a6fa2 m_af_trg_occluder_04
0x11a04fa4 M_AF_TRG_allie02
0x28162fa6 M_AF_allies_gate_right
0x9beb2fa7 Order_AF_ind_balanced_fortcamp_ss01
0xd1e6efa7 af_last_cannon_HEALTH
0x64674fad M_af_TRG_ghst_pillbox04_exp01
0xcaa32fad M_AF_TRG_ind_allies01
0xf460cfb1 Order_AF_e_Aggressive_tower01_ledge01
0x6ad31fb7 M_AF_t_make_ind_run
0x676bbfba M_af_TRG_inlet_badguy07
0x27e37fc4 s_TRG_tower01_h01
0xdf25bfc8 Order_AF_e_cautious_tower02_doorway_h01
0x82ecafca m_af_ParticleBox03_Start27
0xd2126fd2 M_AF_TRG_way_keel01_path04
0xdfc39fd5 broadcast_t_jail_free_ind_sound
0x78d11fd9 M_af_TRG_ghst_last_cannon_expld01
0x232c3fdb ss_TNTBarrel_fortpillbox03_stuff
0x739c8fe1 broadcast_t_fortcamp_playpos_inlet01
0x232a2fe3 broadcast_allies_move_ammodump
0x8f19ffe5 waypoint_ammo_dump_marker
0x0c0ddfe8 M_AF_TRG_cave06
0x23930fe9 M_AF_TRG_outside_badguy02
0xa6ee3ff2 broadcast_t_make_ind_run
0xb2ec4ff2 ss_cannon01sounds
0x6bc7eff3 M_AF_TRG_barracks04_07
0x13d5cffb M_AF_TRG_cannon04_02
0x30296ffc M_AF_TRG_restart_ammodump
0x75e49ffd ss_check_to_see_ifplayer_on_cannon
0x99bf8002 formation_inside_infirm
0x05f3d019 Order_AF_e_Aggressive_fortent01
0x69e2201f cannon02_backledgebydoor
0x0c1ed021 tower_walkway_h01
0x4a639048 ind_inside_of_cave01
0xee46d05f e_fortcamp_inlet_e_ledge01
0x8eca606f Order_AF_ind_Aggressive_inside_cave04
0x5a2e0070 cannon02_backledge01
0xbebcd074 barracks01_front_l01
0xbf6e5080 tower02_inside_h01
0xa092c089 e_inlet_w_ledge01
0xb405908f Order_AF_ind_balanced_outsidecannon01
0x836a509f ind_fortcamp_front_ss01
0xdc38e0b4 ind_ik_inside_front02
0x4ba740c8 barracks03_l01
0xf9cd50f9 Order_AF_ind_Aggressive_inside_cave05
0x52e660fe e_ik_inside_back01
0x4531b10e ind_ik_inside_front01
0x68d6d110 Order_AF_e_balanced_inlet_e_ledge04
0x95ed4128 Order_AF_e_Aggressive_behind_infirm01
0x399b9133 e_inlet_w_ledge02
0xebfdb135 Order_AF_e_Aggressive_fortent03
0xfc45b13e Order_AF_e_balanced_barracks01_front01
0x75e41144 cannon02_doorway_l01
0x84bef14c M_af_TRG_fp_formation05
0x0048b173 e_fortcamp_inlet_e_ledge03
0x1fd1e186 Order_AF_e_balanced_inlet_e_ledge05
0x8a1ba18a Order_AF_ind_balanced_cannon02_backledge01
0x4e9ca1a5 e_inlet_w_ledge03
0x3990f1bd broadcast_t_ik_front_02_allies_move
